Fetching seen_trades from Supabase...
Rows returned: 464

Unique addresses found: 262
  29x | 0x0e26a5a60755f60a20500a0fb858739c18b4550e
  24x | 0xa7a8c1fd4bfff08ea30214efa7efaf75d7c6580c
🔴 $   -709818 | 0x8c0b024c17831a0dde038547b7e791ae6a0d7aa5 | tr:500 wk:84 mo:500 seen:1x
🟢 $         0 | 0x60e68a63dbdd14fa39dbbadbb6386f86b8ad71d2 | tr:2 wk:0 mo:2 seen:1x
🔴 $    -37903 | 0x46992d0e547e3822a9c28723f51bfa804ae4e03c | tr:500 wk:459 mo:500 seen:1x
🔴 $     -2526 | 0xa39c488ea8269609aea27f5f8486044d839908bc | tr:266 wk:13 mo:46 seen:1x
🔴 $   -269493 | 0xde9f03151fb0a4b8cbcf6bbe24b73bf5856bb8f7 | tr:500 wk:1 mo:157 seen:1x
🔴 $      -138 | 0xb14a38df57cd19431af674ed0e413c075a5f1e4e | tr:12 wk:10 mo:10 seen:1x
🔴 $    -84691 | 0xa55ce71987243538f7e44e199e20def2958274ba | tr:45 wk:4 mo:7 seen:1x
🔴 $      -958 | 0x7a16aaab6f509353948461e306d05e680fa033db | tr:97 wk:8 mo:40 seen:1x
🔴 $   -363785 | 0xc31d0a0d63d760d72a1236d16beaa6a71c854ebe | tr:295 wk:2 mo:16 seen:1x
🟢 $      2384 | 0xf8ccb567e89c3240359217ebd0b5b5fe7fce5a82 | tr:500 wk:0 mo:0 seen:1x
🔴 $      -548 | 0x7e3321b6863f291019dc04b4dbc1f1b53a411482 | tr:150 wk:3 mo:6 seen:1x
🔴 $        -4 | 0x9146ac16620582d382305acee8b267d615116ab0 | tr:168 wk:55 mo:118 seen:1x
🔴 $   -114271 | 0xb218156faaf0d8a010cbca47dbf30abc4f9f67e4 | tr:16 wk:0 mo:16 seen:1x
🟢 $      8303 | 0x335592400e402c26583ce8b56d12605e9548a126 | tr:33 wk:10 mo:15 seen:1x
🟢 $       706 | 0x410338a0360417802c93d2e8f1c490f0fcc5a4e7 | tr:68 wk:0 mo:2 seen:1x
🔴 $   -229643 | 0x52f5efdfb8759d4b9be1fbe63f80401474445e8a | tr:59 wk:8 mo:45 seen:1x
🔴 $    -33467 | 0xb886580698ede4b18de3e446b2d8da8bcedd81b3 | tr:500 wk:65 mo:500 seen:1x
🔴 $  -1790497 | 0xc97485a44146b5db0b8b121358f57cf297cdb33b | tr:500 wk:35 mo:283 seen:1x
🔴 $     -5612 | 0xb45a797faa52b0fd8adc56d30382022b7b12192c | tr:500 wk:3 mo:9 seen:1x
🔴 $       -84 | 0x647e8333632690e3e48dc3b40295589b417bdd9b | tr:343 wk:12 mo:90 seen:1x
🟢 $      1689 | 0xa52b785a5510117ac3ae03d75d029f89a36c9480 | tr:500 wk:37 mo:100 seen:1x
🔴 $    -55300 | 0x63739796b47577a15c0b6d05cde710bda76da0b7 | tr:500 wk:168 mo:475 seen:1x
🔴 $  -1005692 | 0xdb859a551fcf56e49416160911476bea7307152f | tr:485 wk:64 mo:136 seen:1x
🔴 $  -2426491 | 0xd1c537b2a7cba8d365e111bffb9de7b205e2cbd0 | tr:135 wk:0 mo:135 seen:1x
🔴 $  -6491438 | 0x4bff30af91642dc7d2b19a8664378fe55c45fc26 | tr:500 wk:160 mo:500 seen:1x
🔴 $   -481018 | 0xe613b515bd46b1585a8b137a4d291d9b80bd540e | tr:500 wk:116 mo:500 seen:1x
